Reporter Countries,Partner Countries,Value
"China, mainland",Cameroon,54694.0
"China, mainland",Canada,654548.0
"China, mainland",Central African Republic,1192.0
"China, mainland",Chad,9468.0
"China, mainland",Chile,130211.0
"China, mainland","China, Hong Kong SAR",6934187.0
"China, mainland","China, Macao SAR",345789.0
"China, mainland","China, Taiwan Province of",686906.0
"China, mainland",Colombia,84149.0
"China, mainland",Comoros,1024.0
"China, mainland",Congo,5415.0
"China, mainland",Cook Islands,32.0
"China, mainland",Costa Rica,36918.0
"China, mainland",Croatia,14292.0
"China, mainland",Cuba,47672.0
"China, mainland",Cyprus,6635.0
"China, mainland",Czechia,50548.0
"China, mainland",Côte d'Ivoire,222954.0
"China, mainland",Democratic People's Republic of Korea,464619.0
"China, mainland",Democratic Republic of the Congo,30178.0
"China, mainland",Denmark,108027.0
"China, mainland",Djibouti,13996.0
"China, mainland",Dominica,130.0
"China, mainland",Dominican Republic,26751.0
"China, mainland",Ecuador,33463.0
"China, mainland",Egypt,178369.0
"China, mainland",El Salvador,7434.0
"China, mainland",Equatorial Guinea,825.0
"China, mainland",Eritrea,14.0
"China, mainland",Estonia,17042.0
"China, mainland",Eswatini,365.0
"China, mainland",Ethiopia,15893.0
"China, mainland",Fiji,10144.0
"China, mainland",Finland,22556.0
"China, mainland",France,333140.0
"China, mainland",French Polynesia,1883.0
"China, mainland",Gabon,3887.0
"China, mainland",Gambia,29359.0
"China, mainland",Georgia,27710.0
"China, mainland",Germany,1432634.0
"China, mainland",Ghana,225645.0
"China, mainland",Greece,50536.0
"China, mainland",Grenada,51.0
"China, mainland",Guatemala,26553.0
"China, mainland",Guinea,49373.0
"China, mainland",Guinea-Bissau,32718.0
"China, mainland",Guyana,4793.0
"China, mainland",Haiti,25758.0
"China, mainland",Honduras,9445.0
"China, mainland",Hungary,18927.0
"China, mainland",Iceland,506.0
"China, mainland",India,600443.0
"China, mainland",Indonesia,2003568.0
"China, mainland",Iran (Islamic Republic of),289291.0
"China, mainland",Iraq,148636.0
"China, mainland",Ireland,41336.0
"China, mainland",Israel,127662.0
"China, mainland",Italy,381467.0
"China, mainland",Jamaica,6058.0
"China, mainland",Japan,6160684.0
"China, mainland",Jordan,61146.0
"China, mainland",Kazakhstan,297648.0
"China, mainland",Kenya,38812.0
"China, mainland",Kiribati,3785.0
"China, mainland",Kuwait,30608.0
"China, mainland",Kyrgyzstan,45689.0
"China, mainland",Lao People's Democratic Republic,24013.0
"China, mainland",Latvia,17644.0
"China, mainland",Lebanon,82030.0
"China, mainland",Lesotho,4429.0
"China, mainland",Liberia,52842.0
"China, mainland",Libya,28212.0
"China, mainland",Lithuania,43194.0
"China, mainland",Luxembourg,220.0
"China, mainland",Madagascar,11703.0
"China, mainland",Malawi,907.0
"China, mainland",Malaysia,1668229.0
"China, mainland",Maldives,3882.0
"China, mainland",Mali,34235.0
"China, mainland",Malta,3388.0
"China, mainland",Marshall Islands,1741.0
"China, mainland",Mauritania,71769.0
"China, mainland",Mauritius,17862.0
"China, mainland",Mexico,238166.0
"China, mainland",Micronesia (Federated States of),2881.0
"China, mainland",Mongolia,111003.0
"China, mainland",Montenegro,4390.0
"China, mainland",Morocco,270117.0
"China, mainland",Mozambique,58116.0
"China, mainland",Myanmar,462932.0
"China, mainland",Namibia,18651.0
"China, mainland",Nauru,22.0
"China, mainland",Nepal,75198.0
"China, mainland",Netherlands,1283468.0
"China, mainland",New Caledonia,1009.0
"China, mainland",New Zealand,138484.0
"China, mainland",Nicaragua,5461.0
"China, mainland",Niger,18813.0
"China, mainland",Nigeria,190606.0
"China, mainland",North Macedonia,3260.0
"China, mainland",Norway,44825.0
"China, mainland",Oman,32455.0
"China, mainland",Pakistan,336744.0
"China, mainland",Palau,806.0
"China, mainland",Palestine,3422.0
"China, mainland",Panama,68238.0
"China, mainland",Papua New Guinea,27350.0
"China, mainland",Paraguay,8385.0
"China, mainland",Peru,60901.0
"China, mainland",Philippines,1300526.0
"China, mainland",Poland,211051.0
"China, mainland",Portugal,49869.0
"China, mainland",Qatar,22077.0
"China, mainland",Republic of Korea,3023203.0
"China, mainland",Republic of Moldova,1466.0
"China, mainland",Romania,85458.0
"China, mainland",Russian Federation,1429313.0
"China, mainland",Rwanda,47.0
"China, mainland",Saint Lucia,34.0
"China, mainland",Saint Vincent and the Grenadines,30.0
"China, mainland",Samoa,2935.0
"China, mainland",Sao Tome and Principe,1633.0
"China, mainland",Saudi Arabia,271974.0
"China, mainland",Senegal,127911.0
"China, mainland",Serbia,8085.0
"China, mainland",Seychelles,5524.0
"China, mainland",Sierra Leone,59483.0
"China, mainland",Singapore,514484.0
"China, mainland",Slovakia,5566.0
"China, mainland",Slovenia,29383.0
"China, mainland",Solomon Islands,8919.0
"China, mainland",Somalia,9437.0
"China, mainland",South Africa,241946.0
"China, mainland",South Sudan,16677.0
"China, mainland",Spain,589801.0
"China, mainland",Sri Lanka,100629.0
"China, mainland",Sudan,53467.0
"China, mainland",Suriname,8463.0
"China, mainland",Sweden,66019.0
"China, mainland",Switzerland,34213.0
"China, mainland",Syrian Arab Republic,16459.0
"China, mainland",Tajikistan,21939.0
"China, mainland",Thailand,1977125.0
"China, mainland",Timor-Leste,3346.0
"China, mainland",Togo,97738.0
"China, mainland",Tonga,651.0
"China, mainland",Trinidad and Tobago,10160.0
"China, mainland",Tunisia,31470.0
"China, mainland",Turkey,244946.0
"China, mainland",Turkmenistan,10446.0
"China, mainland",Tuvalu,65.0
"China, mainland",Uganda,4942.0
"China, mainland",Ukraine,80006.0
"China, mainland",United Arab Emirates,447291.0
"China, mainland",United Kingdom,702787.0
"China, mainland",United Republic of Tanzania,16437.0
"China, mainland",United States of America,4354428.0
"China, mainland",Uruguay,13222.0
"China, mainland",Uzbekistan,58166.0
"China, mainland",Vanuatu,3154.0
"China, mainland",Venezuela (Bolivarian Republic of),24063.0
"China, mainland",Viet Nam,3401895.0
"China, mainland",Wallis and Futuna Islands,93.0
"China, mainland",Yemen,85333.0
"China, mainland",Zambia,513.0
"China, mainland",Zimbabwe,16407.0
Colombia,Albania,850.0
Colombia,Algeria,193.0
Colombia,Angola,1123.0
Colombia,Antigua and Barbuda,320.0
Colombia,Argentina,21795.0
Colombia,Aruba,8791.0
Colombia,Australia,51583.0
Colombia,Austria,459.0
Colombia,Azerbaijan,46.0
Colombia,Bahamas,567.0
Colombia,Bahrain,665.0
Colombia,Barbados,848.0
Colombia,Belarus,716.0
Colombia,Belgium,436065.0
Colombia,Belize,473.0
Colombia,Benin,698.0
Colombia,Bolivia (Plurinational State of),17252.0
Colombia,Brazil,67240.0
Colombia,British Virgin Islands,57.0
Colombia,Bulgaria,499.0
Colombia,Burkina Faso,68.0
Colombia,Cabo Verde,568.0
Colombia,Cambodia,29.0
Colombia,Canada,250397.0
Colombia,Cayman Islands,28.0
Colombia,Chile,119128.0
Colombia,"China, Hong Kong SAR",13152.0
Colombia,"China, Macao SAR",265.0
Colombia,"China, Taiwan Province of",13424.0
Colombia,"China, mainland",15605.0
Colombia,Comoros,219.0
Colombia,Congo,1380.0
Colombia,Costa Rica,18271.0
Colombia,Croatia,1484.0
Colombia,Cuba,6106.0
Colombia,Cyprus,355.0
Colombia,Czechia,4382.0
Colombia,Côte d'Ivoire,2073.0
Colombia,Democratic Republic of the Congo,1975.0
Colombia,Denmark,6658.0
Colombia,Djibouti,35.0
Colombia,Dominica,433.0
Colombia,Dominican Republic,41453.0
Colombia,Ecuador,180099.0
Colombia,Egypt,5840.0
Colombia,El Salvador,5392.0
Colombia,Equatorial Guinea,32.0
Colombia,Estonia,1633.0
Colombia,Ethiopia,58.0
Colombia,Fiji,132.0
Colombia,Finland,58566.0
Colombia,France,77937.0
Colombia,Gabon,1124.0
Colombia,Georgia,229.0
Colombia,Germany,315747.0
Colombia,Ghana,278.0
Colombia,Greece,18309.0
Colombia,Grenada,361.0
Colombia,Guam,96.0
Colombia,Guatemala,14808.0
Colombia,Guinea,7711.0
Colombia,Guinea-Bissau,39.0
Colombia,Guyana,3015.0
Colombia,Haiti,44437.0
Colombia,Honduras,12937.0
Colombia,Hungary,646.0
Colombia,Iceland,636.0
Colombia,India,1538.0
Colombia,Indonesia,538.0
Colombia,Iran (Islamic Republic of),617.0
Colombia,Iraq,18928.0
Colombia,Ireland,3634.0
Colombia,Israel,25966.0
Colombia,Italy,219172.0
Colombia,Jamaica,12661.0
Colombia,Japan,330464.0
Colombia,Jordan,30188.0
Colombia,Kazakhstan,1372.0
Colombia,Kenya,232.0
Colombia,Kuwait,1668.0
Colombia,Kyrgyzstan,2.0
Colombia,Latvia,2932.0
Colombia,Lebanon,38253.0
Colombia,Liberia,648.0
Colombia,Libya,2017.0
Colombia,Lithuania,858.0
Colombia,Madagascar,67.0
Colombia,Malaysia,21998.0
Colombia,Maldives,21.0
Colombia,Mali,307.0
Colombia,Malta,480.0
Colombia,Mauritius,14.0
Colombia,Mexico,106134.0
Colombia,Montenegro,275.0
Colombia,Morocco,4246.0
Colombia,Mozambique,454.0
Colombia,Myanmar,4901.0
Colombia,Netherlands,422895.0
Colombia,New Caledonia,20.0
Colombia,New Zealand,11459.0
Colombia,Nicaragua,2456.0
Colombia,Niger,226.0
Colombia,Nigeria,1958.0
Colombia,North Macedonia,1.0
Colombia,Norway,42207.0
Colombia,Oman,99.0
Colombia,Pakistan,37.0
Colombia,Palestine,194.0
Colombia,Panama,61324.0
Colombia,Papua New Guinea,42.0
Colombia,Paraguay,1524.0
Colombia,Peru,182614.0
Colombia,Philippines,307.0
Colombia,Poland,18549.0
Colombia,Portugal,17916.0
Colombia,Qatar,457.0
Colombia,Republic of Korea,103429.0
Colombia,Romania,7094.0
Colombia,Russian Federation,76289.0
Colombia,Saint Kitts and Nevis,227.0
Colombia,Saint Lucia,371.0
Colombia,Saint Vincent and the Grenadines,418.0
Colombia,Saudi Arabia,3829.0
Colombia,Senegal,110.0
Colombia,Serbia,31.0
Colombia,Seychelles,26.0
Colombia,Sierra Leone,810.0
Colombia,Singapore,2733.0
Colombia,Slovakia,597.0
Colombia,Slovenia,36989.0
Colombia,Solomon Islands,15.0
Colombia,Somalia,36.0
Colombia,South Africa,5113.0
Colombia,Spain,163907.0
Colombia,Sudan,19.0
Colombia,Suriname,4344.0
Colombia,Sweden,34814.0
Colombia,Switzerland,15552.0
Colombia,Syrian Arab Republic,2284.0
Colombia,Tajikistan,21.0
Colombia,Thailand,512.0
Colombia,Togo,619.0
Colombia,Tonga,80.0
Colombia,Trinidad and Tobago,13541.0
Colombia,Tunisia,24.0
Colombia,Turkey,9629.0
Colombia,Turkmenistan,2.0
Colombia,Ukraine,8996.0
Colombia,United Arab Emirates,10635.0
Colombia,United Kingdom,292640.0
Colombia,United Republic of Tanzania,1891.0
Colombia,United States of America,2789334.0
Colombia,Uruguay,3041.0
Colombia,Vanuatu,65.0
Colombia,Venezuela (Bolivarian Republic of),81538.0
Colombia,Viet Nam,12444.0
Colombia,Yemen,655.0
Colombia,Zambia,871.0
Comoros,Argentina,66.0
Comoros,Armenia,1.0
Comoros,Australia,12.0
Comoros,Barbados,12.0
Comoros,Belarus,7.0
Comoros,Bosnia and Herzegovina,4.0
Comoros,Brazil,21.0
Comoros,Canada,27.0
Comoros,"China, Taiwan Province of",26.0
Comoros,"China, mainland",27.0
Comoros,Colombia,2.0
Comoros,Egypt,163.0
Comoros,France,13253.0
Comoros,Germany,5010.0
Comoros,Greece,153.0
Comoros,Guyana,3.0
Comoros,Iceland,6.0
Comoros,India,20696.0
Comoros,Indonesia,8589.0
Comoros,Italy,81.0
Comoros,Japan,86.0
Comoros,Jordan,13.0
Comoros,Kazakhstan,6.0
Comoros,Kuwait,54.0
Comoros,Latvia,23.0
Comoros,Lebanon,17.0
Comoros,Mauritius,20.0
Comoros,Mexico,6.0
Comoros,Montenegro,2.0
Comoros,Namibia,2.0
Comoros,Nepal,50.0
Comoros,Netherlands,1173.0
Comoros,Norway,23.0
Comoros,Oman,15.0
Comoros,Pakistan,769.0
Comoros,Peru,73.0
Comoros,Republic of Korea,243.0
Comoros,Republic of Moldova,1.0
Comoros,Russian Federation,690.0
Comoros,Serbia,14.0
Comoros,Singapore,1791.0
Comoros,South Africa,135.0
Comoros,Switzerland,980.0
Comoros,Tunisia,4.0
Comoros,Turkey,54.0
Comoros,Ukraine,87.0
Comoros,United Kingdom,48.0
Comoros,United States of America,4453.0
Congo,Angola,1782.0
Congo,Australia,9.0
Congo,Belgium,1542.0
Congo,Botswana,7.0
Congo,Cameroon,368.0
Congo,Central African Republic,1862.0
Congo,"China, Hong Kong SAR",35.0
Congo,"China, mainland",163.0
Congo,Cyprus,20.0
Congo,Democratic Republic of the Congo,330.0
Congo,France,3346.0
Congo,Indonesia,49.0
Congo,Italy,393.0
Congo,Lithuania,321.0
Congo,Malaysia,760.0
Congo,Netherlands,141.0
Congo,Senegal,22.0
Congo,Spain,594.0
Cook Islands,Australia,11.0
Cook Islands,Canada,10.0
Cook Islands,"China, mainland",28.0
Cook Islands,France,3.0
Cook Islands,Japan,203.0
Cook Islands,Montenegro,1.0
Cook Islands,New Zealand,44.0
Cook Islands,Republic of Korea,498.0
Costa Rica,Algeria,26.0
Costa Rica,Antigua and Barbuda,158.0
Costa Rica,Argentina,2986.0
Costa Rica,Aruba,5586.0
Costa Rica,Australia,18645.0
Costa Rica,Austria,84.0
Costa Rica,Bahamas,6992.0
Costa Rica,Bahrain,22.0
Costa Rica,Bangladesh,56.0
Costa Rica,Barbados,5230.0
Costa Rica,Belgium,326208.0
Costa Rica,Belize,5272.0
Costa Rica,Bermuda,1.0
Costa Rica,Bolivia (Plurinational State of),291.0
Costa Rica,Bosnia and Herzegovina,17.0
Costa Rica,Brazil,1766.0
Costa Rica,British Virgin Islands,9.0
Costa Rica,Bulgaria,263.0
Costa Rica,Canada,35786.0
Costa Rica,Chile,17180.0
Costa Rica,"China, Hong Kong SAR",1612.0
Costa Rica,"China, Taiwan Province of",3685.0
Costa Rica,"China, mainland",73282.0
Costa Rica,Colombia,8578.0
Costa Rica,Croatia,939.0
Costa Rica,Cuba,4185.0
Costa Rica,Cyprus,94.0
Costa Rica,Czechia,8.0
Costa Rica,Côte d'Ivoire,34.0
Costa Rica,Democratic People's Republic of Korea,96.0
Costa Rica,Denmark,3567.0
Costa Rica,Dominica,372.0
Costa Rica,Dominican Republic,79593.0
Costa Rica,Ecuador,2432.0
Costa Rica,Egypt,120.0
Costa Rica,El Salvador,132799.0
Costa Rica,Estonia,52.0
Costa Rica,Finland,40330.0
Costa Rica,France,27448.0
Costa Rica,Georgia,320.0
Costa Rica,Germany,80548.0
Costa Rica,Greece,13966.0
Costa Rica,Grenada,1358.0
Costa Rica,Guam,28.0
Costa Rica,Guatemala,238515.0
Costa Rica,Guyana,5884.0
Costa Rica,Haiti,7996.0
Costa Rica,Honduras,146339.0
Costa Rica,Hungary,1.0
Costa Rica,India,180.0
Costa Rica,Indonesia,10535.0
Costa Rica,Iran (Islamic Republic of),737.0
Costa Rica,Iraq,10340.0
Costa Rica,Ireland,24710.0
Costa Rica,Israel,8354.0
Costa Rica,Italy,163577.0
Costa Rica,Jamaica,19957.0
Costa Rica,Japan,24070.0
Costa Rica,Kenya,17.0
Costa Rica,Kuwait,35.0
Costa Rica,Latvia,682.0
Costa Rica,Lebanon,660.0
Costa Rica,Libya,1357.0
Costa Rica,Lithuania,5754.0
Costa Rica,Malaysia,337.0
Costa Rica,Mali,7.0
Costa Rica,Malta,316.0
Costa Rica,Mexico,159737.0
Costa Rica,Montenegro,2950.0
Costa Rica,Morocco,1351.0
Costa Rica,Mozambique,5.0
Costa Rica,Nauru,31.0
Costa Rica,Netherlands,415603.0
Costa Rica,New Caledonia,58.0
Costa Rica,New Zealand,18020.0
Costa Rica,Nicaragua,232315.0
Costa Rica,Norway,22622.0
Costa Rica,Pakistan,2.0
Costa Rica,Panama,202941.0
Costa Rica,Paraguay,53.0
Costa Rica,Peru,2662.0
Costa Rica,Philippines,1412.0
Costa Rica,Pitcairn Islands,17.0
Costa Rica,Poland,7217.0
Costa Rica,Portugal,46691.0
Costa Rica,Qatar,174.0
Costa Rica,Republic of Korea,22847.0
Costa Rica,Romania,1252.0
Costa Rica,Russian Federation,28500.0
Costa Rica,Saint Lucia,1310.0
Costa Rica,Saint Vincent and the Grenadines,66.0
Costa Rica,Sao Tome and Principe,3.0
Costa Rica,Saudi Arabia,3464.0
Costa Rica,Singapore,267.0
Costa Rica,Slovakia,316.0
Costa Rica,Slovenia,7459.0
Costa Rica,South Africa,1237.0
Costa Rica,Spain,159925.0
Costa Rica,Suriname,5421.0
Costa Rica,Sweden,25199.0
Costa Rica,Switzerland,2975.0
Costa Rica,Syrian Arab Republic,26.0
Costa Rica,Thailand,367.0
Costa Rica,Trinidad and Tobago,28743.0
Costa Rica,Tunisia,1238.0
Costa Rica,Turkey,41714.0
Costa Rica,Ukraine,21671.0
Costa Rica,United Arab Emirates,799.0
Costa Rica,United Kingdom,202595.0
Costa Rica,United States of America,1651278.0
Costa Rica,Uruguay,122.0
Costa Rica,Venezuela (Bolivarian Republic of),620.0
Costa Rica,Viet Nam,1614.0
Croatia,Albania,7791.0
Croatia,Angola,224.0
Croatia,Argentina,24.0
Croatia,Australia,9651.0
Croatia,Austria,97999.0
Croatia,Azerbaijan,90.0
Croatia,Bahamas,10.0
Croatia,Bahrain,417.0
Croatia,Bangladesh,909.0
Croatia,Belarus,81.0
Croatia,Belgium,11493.0
Croatia,Benin,27.0
Croatia,Bermuda,22.0
Croatia,Bosnia and Herzegovina,309232.0
Croatia,Brazil,176.0
Croatia,Bulgaria,23157.0
Croatia,Cameroon,242.0
Croatia,Canada,5640.0
Croatia,Chile,160.0
Croatia,"China, Hong Kong SAR",2294.0
Croatia,"China, Taiwan Province of",30.0
Croatia,"China, mainland",6022.0
Croatia,Congo,108.0
Croatia,Cuba,5.0
Croatia,Cyprus,514.0
Croatia,Czechia,39216.0
Croatia,Côte d'Ivoire,333.0
Croatia,Democratic Republic of the Congo,15.0
Croatia,Denmark,967.0
Croatia,Djibouti,27.0
Croatia,Egypt,14182.0
Croatia,Estonia,354.0
Croatia,Finland,183.0
Croatia,France,7897.0
Croatia,French Polynesia,71.0
Croatia,Gabon,243.0
Croatia,Georgia,3654.0
Croatia,Germany,174830.0
Croatia,Ghana,1089.0
Croatia,Greece,11110.0
Croatia,Guinea,32.0
Croatia,Haiti,101.0
Croatia,Hungary,115730.0
Croatia,Iceland,20.0
Croatia,India,1376.0
Croatia,Indonesia,3503.0
Croatia,Iraq,637.0
Croatia,Ireland,1960.0
Croatia,Israel,15224.0
Croatia,Italy,238746.0
Croatia,Jamaica,9.0
Croatia,Japan,429.0
Croatia,Jordan,17083.0
Croatia,Kazakhstan,202.0
Croatia,Kenya,67.0
Croatia,Kuwait,378.0
Croatia,Latvia,762.0
Croatia,Lebanon,53554.0
Croatia,Liberia,867.0
Croatia,Libya,5254.0
Croatia,Lithuania,733.0
Croatia,Luxembourg,541.0
Croatia,Malaysia,105.0
Croatia,Maldives,23.0
Croatia,Malta,2533.0
Croatia,Mauritius,1.0
Croatia,Mexico,34.0
Croatia,Mongolia,3.0
Croatia,Montenegro,38260.0
Croatia,Netherlands,12100.0
Croatia,New Zealand,50.0
Croatia,Niger,14.0
Croatia,Nigeria,305.0
Croatia,North Macedonia,49526.0
Croatia,Norway,800.0
Croatia,Oman,340.0
Croatia,Palestine,616.0
Croatia,Panama,24.0
Croatia,Paraguay,303.0
Croatia,Philippines,497.0
Croatia,Poland,32028.0
Croatia,Portugal,605.0
Croatia,Qatar,647.0
Croatia,Republic of Korea,103.0
Croatia,Republic of Moldova,190.0
Croatia,Romania,26264.0
Croatia,Russian Federation,29637.0
Croatia,Saudi Arabia,9868.0
Croatia,Senegal,12.0
Croatia,Serbia,188346.0
Croatia,Seychelles,46.0
Croatia,Sierra Leone,85.0
Croatia,Singapore,451.0
Croatia,Slovakia,23836.0
Croatia,Slovenia,310835.0
Croatia,Somalia,54.0
Croatia,South Africa,281.0
Croatia,Spain,3538.0
Croatia,Sri Lanka,8.0
Croatia,Sudan,18.0
Croatia,Sweden,12871.0
Croatia,Switzerland,2915.0
Croatia,Syrian Arab Republic,2283.0
Croatia,Thailand,86.0
Croatia,Togo,81.0
Croatia,Turkey,65765.0
Croatia,Ukraine,1435.0
Croatia,United Arab Emirates,1145.0
Croatia,United Kingdom,16703.0
Croatia,United Republic of Tanzania,146.0
Croatia,United States of America,24179.0
Croatia,Venezuela (Bolivarian Republic of),1338.0
Croatia,Viet Nam,3633.0
Cuba,Antigua and Barbuda,6.0
Cuba,Argentina,1579.0
Cuba,Armenia,105.0
Cuba,Australia,7288.0
Cuba,Austria,1631.0
Cuba,Barbados,227.0
Cuba,Belarus,33108.0
Cuba,Belgium,13912.0
Cuba,Bermuda,104.0
Cuba,Bolivia (Plurinational State of),1601.0
Cuba,Bosnia and Herzegovina,12384.0
Cuba,Botswana,14.0
Cuba,Brazil,3883.0
Cuba,Brunei Darussalam,1.0
Cuba,Bulgaria,1440.0
Cuba,Burkina Faso,4.0
Cuba,Cabo Verde,140.0
Cuba,Canada,10276.0
Cuba,Chile,2993.0
Cuba,"China, Hong Kong SAR",40159.0
Cuba,"China, Taiwan Province of",3463.0
Cuba,"China, mainland",194443.0
Cuba,Colombia,539.0
Cuba,Congo,10.0
Cuba,Costa Rica,24.0
Cuba,Croatia,23327.0
Cuba,Cyprus,2876.0
Cuba,Czechia,1844.0
Cuba,Côte d'Ivoire,30.0
Cuba,Ecuador,53.0
Cuba,El Salvador,52.0
Cuba,Estonia,6.0
Cuba,Finland,18239.0
Cuba,France,10181.0
Cuba,Georgia,122.0
Cuba,Germany,50187.0
Cuba,Ghana,2.0
Cuba,Greece,1815.0
Cuba,Guatemala,47.0
Cuba,Honduras,10.0
Cuba,Hungary,170.0
Cuba,Iceland,90.0
Cuba,India,489.0
Cuba,Indonesia,53241.0
Cuba,Ireland,488.0
Cuba,Israel,1647.0
Cuba,Italy,9728.0
Cuba,Jamaica,462.0
Cuba,Japan,6721.0
Cuba,Jordan,9.0
Cuba,Kazakhstan,21371.0
Cuba,Kenya,72.0
Cuba,Kuwait,119.0
Cuba,Kyrgyzstan,5.0
Cuba,Lebanon,42706.0
Cuba,Lithuania,1.0
Cuba,Madagascar,4.0
Cuba,Malaysia,215.0
Cuba,Maldives,12.0
Cuba,Mauritius,149.0
Cuba,Mexico,5894.0
Cuba,Mongolia,24.0
Cuba,Montenegro,175.0
Cuba,Morocco,1049.0
Cuba,Namibia,4.0
Cuba,Netherlands,5628.0
Cuba,New Zealand,706.0
Cuba,North Macedonia,145.0
Cuba,Norway,1591.0
Cuba,Oman,58.0
Cuba,Pakistan,18.0
Cuba,Paraguay,524.0
Cuba,Peru,25683.0
Cuba,Philippines,3541.0
Cuba,Poland,92.0
Cuba,Portugal,13490.0
Cuba,Republic of Korea,399.0
Cuba,Republic of Moldova,86.0
Cuba,Romania,23691.0
Cuba,Russian Federation,6840.0
Cuba,Saint Kitts and Nevis,134.0
Cuba,Saint Vincent and the Grenadines,8.0
Cuba,Senegal,141.0
Cuba,Serbia,40.0
Cuba,Seychelles,17.0
Cuba,Singapore,5302.0
Cuba,Slovakia,957.0
Cuba,Slovenia,4.0
Cuba,South Africa,1648.0
Cuba,Spain,124757.0
Cuba,Sri Lanka,3.0
Cuba,Sweden,1409.0
Cuba,Switzerland,33722.0
Cuba,Thailand,1501.0
Cuba,Tunisia,7.0
Cuba,Turkey,1181.0
Cuba,Uganda,60.0
Cuba,Ukraine,726.0
